BKG_HTLSEQ,BKG_CITYCD,GMV,GR,GRASP,ATTRIBUTE_VALUE,GR_Bucket,IHM_Bucket,DND_Bucket,APPONLY_Bucket,INDIAIP_Bucket,SDND_Bucket,New_GR,New_IHM,New_APPONLY,New_INDIAIP,New_SDND
201612021353483,HC200802201457596422,232627.68,30959.37,13.31,"INTL_METADND,INTL_ALL,INTL_GR_high,IH0STAR,INTL_ACCO,INTL_SDND15,IHM6",['INTL_GR_12'],[],[],[],[],['INTL_SDND15'],INTL_GR_high,IHM6, , ,INTL_SDND15
201612141429059,HC200802201457353880,68465.76,8984.32,13.12,"INTL_METADND,INTL_ALL,INTL_DND,INTL_GR_high,INTL_6K_9K,IH3STAR,INTL_SDND5,INTL_HPA2,INTL_TVG2,INTL_TRIP2,INTL_INDIAIP5,INTL_APPONLY5,INTL_BDND,INTL_EBLACK7,IHM6",['INTL_GR_12'],[],['INTL_DND'],['INTL_APPONLY4'],['INTL_INDIAIP4'],['INTL_SDND4'],INTL_GR_high,IHM6,INTL_APPONLY5,INTL_INDIAIP5,INTL_SDND5
317511410277561,911167901049625,13145.76,1667.4,12.68,"INTL_METADND,INTL_ALL,INTL_AU_NZ,INTL_APPFESTALL,INTL_GR_high,IH3STAR,INTL_SDND15,IHM6",['INTL_GR_12'],[],[],[],[],['INTL_SDND15'],INTL_GR_high,IHM6, , ,INTL_SDND15
317511410277881,HC200802201457035260,42471.22,6318.1,14.88,"INTL_METADND,INTL_ALL,INTL_APPFESTALL,INTL_GR_high2,IH3STAR,INTL_SDND15,IHM7",['INTL_GR_12'],[],[],[],[],['INTL_SDND15'],INTL_GR_high2,IHM7, , ,INTL_SDND15
317511410278128,HC200802201457095482,21717.1,3258.04,15.0,"INTL_METADND,INTL_ALL,INTL_CN_HK_MO,INTL_DND,INTL_GR_high2,IH4STAR,INTL_BDND,INTL_EBLACK4,INTL_SDND6,IHM7,INTL_APPONLY6,INTL_INDIAIP6",['INTL_GR_12'],[],['INTL_DND'],[],[],['INTL_SDND5'],INTL_GR_high2,IHM7,INTL_APPONLY6,INTL_INDIAIP6,INTL_SDND6
317511410278429,911167901023955,398000.31,68113.39,17.11,"INTL_METADND,INTL_ALL,Intl_rest,INTL_CH_FR,INTL_APPFESTUSEUROPE,INTL_MONSOONUSEUROPE,INTL_GR_high4,IH5STAR,INTL_SDND15,IHM8",['INTL_GR_12'],[],[],[],[],['INTL_SDND15'],INTL_GR_high4,IHM8, , ,INTL_SDND15
317511410278576,HC201003200020131496,30126.17,6135.51,20.37,"INTL_METADND,INTL_ALL,INTL_CH_FR,INTL_DND,INTL_EXPORC,INTL_9KPlus,INTL_ACCOR,INTL_GR_high4,IH4STAR,INTL_HPA0,INTL_TVG0,INTL_TRIP0,INTL_BDND,INTL_EBLACK4,INTL_SDND8,IHM10,INTL_APPONLY8,INTL_INDIAIP8",['INTL_GR_12'],[],['INTL_DND'],[],[],['INTL_SDNDND'],INTL_GR_high4,IHM10,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8
317511410278592,HC201003200020162436,25487.19,3592.65,14.1,"INTL_METADND,INTL_ALL,Intl_no,INTL_CH_FR,INTL_GR_high2,IH3STAR,INTL_DND,INTL_BDND,INTL_EBLACK4,INTL_SDND6,IHM7,INTL_APPONLY6,INTL_INDIAIP6",['INTL_GR_12'],[],['INTL_DND'],[],[],['INTL_SDND5'],INTL_GR_high2,IHM7,INTL_APPONLY6,INTL_INDIAIP6,INTL_SDND6
317511410278884,HC20080220145731476,40140.4,3588.61,8.94,"INTL_METADND,INTL_ALL,Intl_rest,INTL_DND,INTL_EXPORC,INTL_MARSTAR_DND,INTL_9KPlus,INTL_GR_15,INTL_SDND2,IHM3,INTL_APPONLY2,INTL_INDIAIP2",['INTL_GR_12'],[],['INTL_DND'],[],[],['INTL_SDND2'],INTL_GR_15,IHM3,INTL_APPONLY2,INTL_INDIAIP2,INTL_SDND2
317511410278952,HC200802201457341405,14293.51,857.47,6.0,"INTL_METADND,INTL_ALL,Intl_rest,INTL_3K_6K,IH2STAR,INTL_HPA1,INTL_TVG1,INTL_TRIP1,INTL_GR_8,INTL_DND,INTL_BDND,INTL_SDND0,INTL_EBLACK2,IHM2,INTL_APPONLY0,INTL_INDIAIP0",['INTL_GR_4'],[],['INTL_DND'],[],[],['INTL_SDND0'],INTL_GR_8,IHM2,INTL_APPONLY0,INTL_INDIAIP0,INTL_SDND0
317511410279171,911167901050445,4853.48,573.53,11.82,"INTL_METADND,INTL_ALL,INTL_GR_21,IH2STAR,INTL_SDND15,INTL_MMTF,INTL_ZERO_3K,INTL_HPA3,INTL_TVG3,INTL_TRIP3,IHM5",['INTL_GR_high2'],[],[],[],[],['INTL_SDND15'],INTL_GR_21,IHM5, , ,INTL_SDND15
317511410279355,HC200802201457168123,53853.3,8245.3,15.31,"INTL_METADND,INTL_ALL,Intl_no,INTL_6K_9K,IH2STAR,INTL_HPA3,INTL_TVG3,INTL_TRIP3,INTL_SDNDND,INTL_GR_high3,IHM8",['INTL_GR_18'],[],[],[],[],"['INTL_SDNDND', 'INTL_SDNDHIGH']",INTL_GR_high3,IHM8, , ,INTL_SDNDND
317511410280441,HC200802201456534235,82803.72,13659.0,16.5,"INTL_METADND,INTL_ALL,INTL_APPFESTALL,IH4STAR,INTL_TRIP3,INTL_TVG3,INTL_HPA3,INTL_GR_high3,INTL_3K_5K,INTL_DND,INTL_BDND,INTL_SDND7,INTL_EBLACK9,IHM8,INTL_APPONLY7,INTL_INDIAIP7",['INTL_GR_high'],[],['INTL_DND'],[],[],['INTL_SDND6'],INTL_GR_high3,IHM8,INTL_APPONLY7,INTL_INDIAIP7,INTL_SDND7
317511410280447,HC200802201456534235,26375.82,2245.48,8.51,"INTL_METADND,INTL_ALL,INTL_DND,IH4STAR,INTL_HPA0,INTL_TVG0,INTL_TRIP0,INTL_INDIAIP2,INTL_APPONLY2,IHM3,INTL_DRMS,INTL_EBLACK4,INTL_BDND,INTL_GR_15,INTL_SDND2",[],['IHM3'],['INTL_DND'],['INTL_APPONLY2'],['INTL_INDIAIP2'],[],INTL_GR_15,IHM3,INTL_APPONLY2,INTL_INDIAIP2,INTL_SDND2
317511410280449,HC200802201456534235,11640.3,905.04,7.78,"INTL_METADND,INTL_ALL,Intl_dmc_low,INTL_GR_15,INTL_ZERO_3K,INTL_HPA2,INTL_TVG2,INTL_TRIP2,INTL_SDNDND,IHM3",['INTL_GR_15'],[],[],[],[],"['INTL_SDNDND', 'INTL_SDND15']",INTL_GR_15,IHM3, , ,INTL_SDNDND
317511410280451,HC200802201456534235,191823.42,29747.66,15.51,"INTL_METADND,INTL_ALL,INTL_DND,INTL_EXPORC,INTL_9KPlus,INTL_ACCOR,IH5STAR,INTL_HPA4,INTL_TVG4,INTL_TRIP4,INTL_INDIAIP7,INTL_APPONLY7,INTL_GR_high3,INTL_BDND,INTL_SDND7,INTL_EBLACK8,IHM8",['INTL_GR_12'],[],['INTL_DND'],['INTL_APPONLY5'],['INTL_INDIAIP5'],['INTL_SDND5'],INTL_GR_high3,IHM8,INTL_APPONLY7,INTL_INDIAIP7,INTL_SDND7
317511410280457,HC200802201456534235,96534.56,15861.68,16.43,"INTL_METADND,INTL_ALL,INTL_DND,INTL_EXPORC,INTL_ACCOR,INTL_GR_high3,IH5STAR,INTL_SDND7,INTL_HPA1,INTL_TVG1,INTL_TRIP1,INTL_INDIAIP7,INTL_APPONLY7,INTL_BDND,INTL_EBLACK5,IHM8",['INTL_GR_15'],[],['INTL_DND'],['INTL_APPONLY2'],['INTL_INDIAIP2'],['INTL_SDND2'],INTL_GR_high3,IHM8,INTL_APPONLY7,INTL_INDIAIP7,INTL_SDND7
317511410280469,HC200802201456534235,12699.65,1403.48,11.05,"INTL_METADND,INTL_ALL,Intl_rest,INTL_MONSOONROW,INTL_HPA5STAR,INTL_TRIP5STAR,INTL_TVG5STAR,INTL_GR_21,INTL_SDND15,INTL_HPA1,INTL_TVG1,INTL_TRIP1,IHM5",['INTL_GR_8'],[],[],[],[],['INTL_SDND15'],INTL_GR_21,IHM5, , ,INTL_SDND15
317511410280862,HC200802201457188898,32202.92,5455.28,16.94,"INTL_METADND,INTL_ALL,INTL_TAC20,IH4STAR,INTL_HPA2,INTL_TVG2,INTL_TRIP2,INTL_GR_high4,INTL_3K_5K,INTL_SDNDND,IHM8",['INTL_GR_high'],[],[],[],[],['INTL_SDNDND'],INTL_GR_high4,IHM8, , ,INTL_SDNDND
317511410281162,HC200802201458273199,10927451.38,1809964.13,16.56,"INTL_METADND,INTL_ALL,INTL_TAC20,INTL_SEARCH,INTL_GR_high3,INTL_9KPlus,IH4STAR,INTL_DND,INTL_HPA1,INTL_TVG1,INTL_TRIP1,INTL_BDND,INTL_PDND,IHM8,INTL_APPONLY7,INTL_INDIAIP7,INTL_SDND7",['INTL_GR_8'],[],['INTL_DND'],[],[],[],INTL_GR_high3,IHM8,INTL_APPONLY7,INTL_INDIAIP7,INTL_SDND7
317511410281282,HC200802201457249931,87232.19,13199.47,15.13,"INTL_METADND,INTL_ALL,INTL_CH_FR,INTL_APPFESTUSEUROPE,INTL_DND,INTL_EXPORC,INTL_ACCOR,INTL_GR_high3,IH4STAR,INTL_BDND,INTL_EBLACK4,INTL_SDND7,IHM7,INTL_APPONLY7,INTL_INDIAIP7",['INTL_GR_12'],[],['INTL_DND'],[],[],['INTL_SDNDND'],INTL_GR_high3,IHM7,INTL_APPONLY7,INTL_INDIAIP7,INTL_SDND7
317511410281540,HC200802201459265404,21892.13,3141.53,14.35,"INTL_METADND,INTL_ALL,Intl_rest,INTL_APPFESTUSEUROPE,INTL_MONSOONUSEUROPE,INTL_GR_high2,IH0STAR,INTL_SDND15,IHM7",['INTL_GR_12'],[],[],[],[],['INTL_SDND15'],INTL_GR_high2,IHM7, , ,INTL_SDND15
317511410282896,HC200802201459302989,60512.96,8575.08,14.17,"INTL_METADND,INTL_ALL,IH4STAR10K,INTL_DND,IHM7,INTL_DRMS,INTL_CHAINCBDOD,INTL_HPA2,INTL_TRIP2,INTL_TVG2,INTL_APPONLY6,INTL_INDIAIP6,INTL_EBLACK5,INTL_MMTF,INTL_3K_5K,INTL_SDND6,INTL_GR_high2",[],['IHM8'],['INTL_DND'],['INTL_APPONLY7'],['INTL_INDIAIP7'],['INTL_SDND7'],INTL_GR_high2,IHM7,INTL_APPONLY6,INTL_INDIAIP6,INTL_SDND6
317511410283448,HC201003200019004532,37607.08,2821.23,7.5,"INTL_METADND,INTL_ALL,INTL_DND,INTL_EXPORC,IH3STAR,INTL_ACCOR,IHM3,INTL_DRMS,INTL_HPA1,INTL_TRIP1,INTL_TVG1,INTL_APPONLY,INTL_INDIAIP1,INTL_EBLACK2,INTL_BDND,INTL_MB1,INTL_GR_12,INTL_SDND1",[],['IHM1'],['INTL_DND'],['INTL_APPONLY0'],['INTL_INDIAIP0'],[],INTL_GR_12,IHM3,INTL_APPONLY,INTL_INDIAIP1,INTL_SDND1
317511410283597,HC200802201457471512,150962.73,25588.18,16.95,"INTL_ALL,IHM8,INTL_DRMS,INTL_HPA2,INTL_TRIP2,INTL_TVG2,INTL_SDNDD,INTL_EBLACK4,INTL_GR_high4",[],['IHM0'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM8, , ,INTL_SDNDD
317511410283652,HC200802201457471512,68993.53,15832.69,22.95,"INTL_METADND,INTL_ALL,INTL_TRIP5,INTL_TVG5,INTL_HPA5,IH4STAR10K,IHM13,INTL_DRMS,INTL_SDNDD,INTL_EBLACK11,INTL_GR_high4",[],['IHM6'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM13, , ,INTL_SDNDD
317511410283729,HC200802201457471512,126652.86,29287.04,23.12,"INTL_METADND,INTL_ALL,INTL_DRMS,INTL_TAC20,INTL_TOPSEARCH,INTL_3K_6K,INTL_JUNEF,INTL_HGRPROMOTE,IH4STAR10K,INTL_HPA5,INTL_TVG5,INTL_TRIP5,IHM13,INTL_EBLACK4,INTL_3K_5K,INTL_DND,INTL_BDND,INTL_SDND8,INTL_GR_high4,INTL_APPONLY8,INTL_INDIAIP8",[],['IHM17'],['INTL_DND'],[],[],['INTL_SDND8'],INTL_GR_high4,IHM13,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8
317511410283734,HC200802201457471512,31655.37,7536.31,23.81,"INTL_METADND,INTL_ALL,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IH4STAR10K,IHM13,INTL_DRMS,INTL_SF,INTL_SDNDD,INTL_EBLACK10,INTL_3K_5K,INTL_GR_high4",[],['IHM6'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM13, , ,INTL_SDNDD
317511410283879,HC200802201457471512,11646.32,2449.1,21.03,"INTL_METADND,INTL_ALL,INTL_DRMS,INTL_TAC20,INTL_1K_3K,IH3STAR,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IHM10,INTL_ZERO_3K,INTL_SDNDD,INTL_EBLACK11,INTL_MMTF,INTL_MB,INTL_GR_high4",[],['IHM9'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM10, , ,INTL_SDNDD
317511410284085,HC200802201457471512,383724.04,88647.32,23.1,"INTL_METADND,INTL_ALL,INTL_HPA5,IH5STAR,IHM13,INTL_LOWC,INTL_DRMS,INTL_TVG5,INTL_TRIP5,INTL_SDNDD,INTL_EBLACK9,INTL_MB,INTL_GR_high4",[],['IHM12'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM13, , ,INTL_SDNDD
317511410284520,HC200802201459011454,157187.1,27764.54,17.66,"INTL_METADND,INTL_ALL,INTL_EXPORC,INTL_GR_high4,IH3STAR,INTL_ACCO,INTL_SDND15,IHM9",['INTL_GR_12'],[],[],[],[],['INTL_SDND15'],INTL_GR_high4,IHM9, , ,INTL_SDND15
317511410286574,HC200802201626282134,28229.58,2890.83,10.24,"INTL_METADND,INTL_ALL,INTL_APPFESTALL,INTL_GR_18,IH3STAR,INTL_SDND15,IHM4",['INTL_GR_12'],[],[],[],[],['INTL_SDND15'],INTL_GR_18,IHM4, , ,INTL_SDND15
317511410286719,HC200802201457012202,40552.35,5978.58,14.74,"INTL_METADND,INTL_ALL,INTL_TAC20,INTL_3K_6K,INTL_GR_high2,IH3STAR,INTL_SDND15,IHM7",['INTL_GR_12'],[],[],[],[],['INTL_SDND15'],INTL_GR_high2,IHM7, , ,INTL_SDND15
317511410286884,HC200802201457337523,337396.24,43330.48,12.84,"INTL_METADND,INTL_ALL,Intl_rest,INTL_APPFESTUSEUROPE,INTL_MONSOONUSEUROPE,INTL_GR_high,IH3STAR,INTL_SDND15,IHM6",['INTL_GR_12'],[],[],[],[],['INTL_SDND15'],INTL_GR_high,IHM6, , ,INTL_SDND15
317511410287083,HC200802201459216478,52524.15,8472.61,16.13,"INTL_ALL,INTL_AP_MU_PDND,INTL_AP_PDND,INTL_DRMS,INTL_TAC20,INTL_TAC17,INTL_6K_9K,INTL_TVG5,IH4STAR,INTL_HPA5,INTL_TRIP5,IHM8,INTL_SDNDD,INTL_EBLACK9,INTL_GR_high3",[],['IHM5'],[],[],[],['INTL_SDNDD'],INTL_GR_high3,IHM8, , ,INTL_SDNDD
317511410287096,HC200802201459216478,32850.84,3310.74,10.08,"INTL_METADND,INTL_ALL,INTL_LEISURE,INTL_ID_MY_SG_TH,INTL_GR_18,IH3STAR,INTL_HPA3,INTL_TVG3,INTL_TRIP3,INTL_ZERO_3K,INTL_SDNDND,IHM4",['INTL_GR_18'],[],[],[],[],"['INTL_SDNDND', 'INTL_SDND18']",INTL_GR_18,IHM4, , ,INTL_SDNDND
317511410287169,HC200802201459216478,41012.25,9520.21,23.21,"INTL_METADND,INTL_ALL,IH4STAR10K,IHM13,INTL_HPA4,INTL_TVG2,INTL_TRIP2,INTL_DRMS,INTL_SF,INTL_SDNDD,INTL_EBLACK9,INTL_GR_high4",[],['IHM4'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM13, , ,INTL_SDNDD
317511410287173,HC200802201459216478,42436.13,5685.85,13.4,"INTL_METADND,INTL_ALL,INTL_RPC,INTL_GR_high,INTL_3K_6K,IH3STAR,INTL_DND,INTL_SDND5,INTL_HPA0,INTL_TVG0,INTL_TRIP0,INTL_EBLACK8,INTL_BDND,IHM6,INTL_APPONLY5,INTL_INDIAIP5",['INTL_GR_18'],[],['INTL_DND'],[],[],['INTL_SDND5'],INTL_GR_high,IHM6,INTL_APPONLY5,INTL_INDIAIP5,INTL_SDND5
317511410287178,HC200802201459216478,7530.27,1394.16,18.51,"INTL_METADND,INTL_ALL,INTL_TAC20,INTL_DRMS,INTL_TAC17,IH4STAR,IHM9,INTL_HPA4,INTL_TVG2,INTL_TRIP2,INTL_SDNDD,INTL_EBLACK6,INTL_MMTF,INTL_ZERO_3K,INTL_GR_high4",[],['IHM5'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM9, , ,INTL_SDNDD
317511410287196,HC200802201459216478,100585.74,15085.95,15.0,"INTL_METADND,INTL_ALL,INTL_DND,INTL_EXPORC,INTL_MARSTAR_DND,INTL_9KPlus,INTL_GR_high2,IH5STAR,INTL_SDND6,INTL_HPA3,INTL_TVG3,INTL_TRIP3,INTL_EBLACK8,INTL_BDND,IHM7,INTL_APPONLY6,INTL_INDIAIP6",['INTL_GR_15'],[],['INTL_DND'],[],[],['INTL_SDND4'],INTL_GR_high2,IHM7,INTL_APPONLY6,INTL_INDIAIP6,INTL_SDND6
317511410287234,HC200802201459216478,9447.2,1594.9,16.88,"INTL_METADND,INTL_ALL,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IH3STAR,IHM8,INTL_DRMS,INTL_ORCH,INTL_Zero_3K,INTL_SDNDD,INTL_EBLACK9,INTL_MMTF,INTL_ZERO_3K,INTL_MB1,INTL_GR_high4",[],['IHM8'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM8, , ,INTL_SDNDD
317511410287246,HC200802201459216478,273404.94,45378.66,16.6,"INTL_METADND,INTL_ALL,IH5STAR,INTL_DRMS,INTL_DND,INTL_ACCOR,INTL_HPA4,INTL_TVG4,INTL_TRIP4,INTL_APPONLY7,INTL_INDIAIP7,INTL_MMTF,IHM8,INTL_EBLACK4,INTL_BDND,INTL_GR_high4,INTL_SDND7",[],['IHM12'],['INTL_DND'],['INTL_APPONLY6'],['INTL_INDIAIP6'],[],INTL_GR_high4,IHM8,INTL_APPONLY7,INTL_INDIAIP7,INTL_SDND7
317511410287298,HC200802201459216478,76897.06,15584.92,20.27,"INTL_METADND,INTL_ALL,INTL_TA4,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IHM10,IH4STAR,INTL_DRMS,INTL_SF,INTL_SDNDD,INTL_EBLACK11,INTL_3K_5K,INTL_GR_high4",[],['IHM10'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM10, , ,INTL_SDNDD
317511410287331,HC200802201459216478,8510.17,1016.19,11.94,"INTL_METADND,INTL_ALL,INTL_LEISURE,INTL_ID_MY_SG_TH,INTL_GR_21,IH3STAR,INTL_HPA3,INTL_TVG3,INTL_TRIP3,INTL_ZERO_3K,INTL_SDNDND,IHM5",['INTL_GR_high2'],[],[],[],[],"['INTL_SDNDND', 'INTL_SDNDHIGH']",INTL_GR_21,IHM5, , ,INTL_SDNDND
317511410287334,HC200802201459216478,73722.05,13050.2,17.7,"INTL_METADND,INTL_ALL,IH5STAR10K,IHM9,INTL_HIGHINTL_DRMS,INTL_HPA4,INTL_TRIP2,INTL_TVG2,INTL_SDNDD,INTL_EBLACK9,INTL_GR_high4",[],['IHM4'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM9, , ,INTL_SDNDD
317511410288855,HC200802201457333448,28203.81,4731.57,16.78,"INTL_METADND,INTL_ALL,Intl_rest,INTL_MONSOONUSEUROPE,INTL_GR_high4,IH4STAR,INTL_SDND15,IHM8",['INTL_GR_12'],[],[],[],[],['INTL_SDND15'],INTL_GR_high4,IHM8, , ,INTL_SDND15
317511410293573,HC200802201459268838,17693.63,2420.27,13.68,"INTL_METADND,INTL_ALL,Intl_rest,INTL_APPFESTUSEUROPE,INTL_MONSOONUSEUROPE,INTL_GR_high2,IH3STAR,INTL_SDND15,IHM6",['INTL_GR_12'],[],[],[],[],['INTL_SDND15'],INTL_GR_high2,IHM6, , ,INTL_SDND15
317511410293684,911167901049688,30905.1,3867.51,12.51,"INTL_METADND,INTL_ALL,Intl_rest,INTL_AU_NZ,INTL_APPFESTALL,INTL_MONSOONROW,INTL_GR_high,IH3STAR,INTL_SDNDHIGH,IHM6",['INTL_GR_18'],[],[],[],[],['INTL_SDNDHIGH'],INTL_GR_high,IHM6, , ,INTL_SDNDHIGH
317511410294316,HC200802201459114898,522532.09,103628.02,19.83,"INTL_METADND,INTL_ALL,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IH3STAR,IHM10,INTL_DRMS,INTL_SDNDD,INTL_EBLACK4,INTL_3K_5K,INTL_GR_high4",[],['IHM3'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM10, , ,INTL_SDNDD
317511410295499,HC200802201459533429,18599.05,3166.48,17.02,"INTL_METADND,INTL_ALL,Intl_no,INTL_APPFESTUSEUROPE,INTL_MONSOONUSEUROPE,INTL_GR_high4,IH2STAR,INTL_SDNDHIGH,IHM8",['INTL_GR_high2'],[],[],[],[],['INTL_SDNDHIGH'],INTL_GR_high4,IHM8, , ,INTL_SDNDHIGH
317511410295875,HC200802201457182539,8657.33,2015.09,23.28,"INTL_METADND,INTL_ALL,Intl_rest,INTL_APPFESTALL,INTL_MONSOONROW,INTL_MONSOONUSEUROPE,INTL_GR_high4,IH3STAR,INTL_SDND15,IHM13",['INTL_GR_high4'],[],[],[],[],['INTL_SDND15'],INTL_GR_high4,IHM13, , ,INTL_SDND15
317511410295900,HC20080220145916652,7803.67,528.95,6.78,"INTL_METADND,INTL_ALL,Intl_no,INTL_CH_FR,INTL_USEURBUDGET,INTL_GR_8,IH0STAR,INTL_HPA0,INTL_TVG0,INTL_TRIP0,INTL_SDNDND,IHM3",['INTL_GR_4'],[],[],[],[],['INTL_SDNDND'],INTL_GR_8,IHM3, , ,INTL_SDNDND
317511410296114,HC201003200022175130,19410.88,3131.24,16.13,"INTL_METADND,INTL_ALL,INTL_DND,INTL_6K_9K,INTL_RPC,IH4STAR,INTL_SDND7,INTL_GR_high3,INTL_BDND,INTL_EBLACK10,IHM8,INTL_APPONLY7,INTL_INDIAIP7",['INTL_GR_15'],[],['INTL_DND'],[],[],['INTL_SDND2'],INTL_GR_high3,IHM8,INTL_APPONLY7,INTL_INDIAIP7,INTL_SDND7
317511410296444,HC20130326114125965,9255.81,1402.93,15.16,"INTL_METADND,INTL_ALL,Intl_no,INTL_APPFESTALL,INTL_MONSOONLOW,INTL_GR_high3,IH2STAR,INTL_SDND15,IHM7",['INTL_GR_12'],[],[],[],[],['INTL_SDND15'],INTL_GR_high3,IHM7, , ,INTL_SDND15
317511410296695,HC2008022014565231,18853.1,1278.08,6.78,"INTL_METADND,INTL_ALL,INTL_APPFESTUSEUROPE,INTL_DND,INTL_EXPORC,INTL_MARSTAR_DND,INTL_GR_8,INTL_BDND,INTL_EBLACK4,INTL_SDND1,IHM3,INTL_APPONLY,INTL_INDIAIP1",['INTL_GR_12'],[],['INTL_DND'],[],[],['INTL_SDNDND'],INTL_GR_8,IHM3,INTL_APPONLY,INTL_INDIAIP1,INTL_SDND1
317511410297379,HC20080220145846275,62036.48,10775.12,17.37,"INTL_METADND,INTL_PDND,INTL_ALL,INTL_3K_6K,INTL_TVG2,INTL_HPA2,INTL_TRIP2,IH4STAR10K,INTL_SDNDND,INTL_GR_high4,INTL_3K_5K,IHM8",['INTL_GR_15'],[],[],[],[],['INTL_SDNDND'],INTL_GR_high4,IHM8, , ,INTL_SDNDND
317511410297800,HC200802201459307388,364178.7,29707.19,8.16,"INTL_METADND,FLTB,INTL_ALL,INTL_DND,INTL_BDND,INTL_9KPlus,IH4STAR,INTL_HILTOND,IHM3,INTL_DRMS,INTL_HPA2,INTL_TRIP2,INTL_TVG2,INTL_INDIAIP2,INTL_APPONLY2,INTL_EBLACK4,INTL_MU,INTL_PDND,INTL_GR_15,INTL_SDND2",[],['IHM3'],['INTL_DND'],['INTL_APPONLY2'],['INTL_INDIAIP2'],[],INTL_GR_15,IHM3,INTL_APPONLY2,INTL_INDIAIP2,INTL_SDND2
317511410297820,HC200802201459307388,394850.34,88700.32,22.46,"INTL_METADND,INTL_ALL,IH4STAR,IHM13,INTL_DRMS,INTL_HPA5,INTL_TRIP5,INTL_TVG5,INTL_MMTF,INTL_DND,INTL_EBLACK4,INTL_SDND8,INTL_BDND,INTL_GR_high4,INTL_APPONLY8,INTL_INDIAIP8",[],['IHM7'],['INTL_DND'],[],[],['INTL_SDND6'],INTL_GR_high4,IHM13,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8
317511410297823,HC200802201459307388,128624.49,10372.19,8.06,"INTL_METADND,INTL_ALL,INTL_DND,INTL_GR_15,INTL_HPA2,INTL_TRIP2,INTL_TVG2,INTL_APPONLY2,INTL_INDIAIP2,INTL_BDND,INTL_PDND,IHM3,INTL_SDND2",['INTL_GR_15'],[],['INTL_DND'],['INTL_APPONLY7'],['INTL_INDIAIP7'],[],INTL_GR_15,IHM3,INTL_APPONLY2,INTL_INDIAIP2,INTL_SDND2
317511410297825,HC200802201459307388,461753.79,29641.31,6.42,"INTL_METADND,INTL_ALL,IH4STAR,INTL_DND,IHM3,INTL_HPA4,INTL_TRIP4,INTL_TVG4,INTL_BDND,INTL_MU,INTL_INDIAIP1,INTL_APPONLY,INTL_PDND,INTL_3K_5K,INTL_TOP200,INTL_SDND1,INTL_DRMS,INTL_GR_8",[],['IHM1'],['INTL_DND'],['INTL_APPONLY5'],['INTL_INDIAIP5'],['INTL_SDND5'],INTL_GR_8,IHM3,INTL_APPONLY,INTL_INDIAIP1,INTL_SDND1
317511410297843,HC200802201459307388,116892.6,8922.0,7.63,"INTL_METADND,INTL_ALL,INTL_DND,INTL_MU,INTL_DRMS,INTL_MARSTAR_DND,INTL_3K_6K,INTL_BDND,IH5STAR,INTL_PDND,IHM3,INTL_HPA2,INTL_TRIP2,INTL_TVG2,INTL_APPONLY2,INTL_INDIAIP2,INTL_EBLACK4,INTL_GR_15,INTL_SDND2",[],['IHM3'],['INTL_DND'],['INTL_APPONLY2'],['INTL_INDIAIP2'],[],INTL_GR_15,IHM3,INTL_APPONLY2,INTL_INDIAIP2,INTL_SDND2
317511410297859,HC200802201459307388,24670.54,1377.09,5.58,"INTL_METADND,INTL_ALL,IH4STAR,INTL_ACCOR,INTL_DND,IHM1,INTL_DRMS,INTL_HPA2,INTL_TVG2,INTL_TRIP2,INTL_INDIAIP0,INTL_APPONLY0,INTL_EBLACK4,INTL_3K_5K,INTL_BDND,INTL_GR_6,INTL_SDND0",[],['IHM0'],['INTL_DND'],['INTL_APPONLY0'],['INTL_INDIAIP0'],[],INTL_GR_6,IHM1,INTL_APPONLY0,INTL_INDIAIP0,INTL_SDND0
317511410297882,HC200802201459307388,7329.13,583.35,7.96,"INTL_METADND,INTL_ALL,INTL_GULF,INTL_EXPORC,INTL_MARSTAR_DND,INTL_9KPlus,INTL_GR_15,IH5STAR ,INTL_DND,INTL_SDND2,INTL_HPA1,INTL_TVG1,INTL_TRIP1,INTL_EBLACK8,INTL_BDND,IHM3,INTL_APPONLY2,INTL_INDIAIP2",['INTL_GR_15'],[],['INTL_DND'],[],[],['INTL_SDND4'],INTL_GR_15,IHM3,INTL_APPONLY2,INTL_INDIAIP2,INTL_SDND2
